customer_id,health_score,health_status,days_since_last_order,total_orders,total_spend,lifecycle_stage,lifecycle_reason,health_reason
CUST00186,88,LOYAL,45,10,8402.35,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00187,55,AT_RISK,61,5,2222.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00188,81,LOYAL,51,6,8936.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00189,25,DORMANT,233,2,1501.5,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00190,71,ENGAGED,69,7,5067.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00191,81,LOYAL,48,8,6953.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00192,78,LOYAL,69,10,13994.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00193,41,AT_RISK,182,8,7167.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00194,96,CHAMPION,30,7,5050.0,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00195,41,AT_RISK,150,8,6196.799999999999,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00196,81,LOYAL,32,7,5924.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00197,40,AT_RISK,96,4,3398.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00198,88,LOYAL,60,11,7960.75,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00199,63,ENGAGED,78,5,6895.799999999999,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00200,41,AT_RISK,213,6,4864.7,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00201,73,ENGAGED,46,5,3437.85,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00202,48,AT_RISK,108,2,2188.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00203,81,LOYAL,59,6,5231.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00204,88,LOYAL,41,8,9522.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00205,33,DORMANT,348,4,2858.9,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00206,48,AT_RISK,109,5,4472.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00207,88,LOYAL,32,10,11662.65,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00208,81,LOYAL,50,7,8206.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00209,41,AT_RISK,334,7,7470.05,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Declining activity suggests a retention campaign may be beneficial.
CUST00210,71,ENGAGED,79,8,5560.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00211,81,LOYAL,34,7,4408.2,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00212,48,AT_RISK,142,10,13324.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00213,73,ENGAGED,39,4,2619.7,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00214,55,AT_RISK,86,1,586.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00215,88,LOYAL,45,9,12519.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00216,81,LOYAL,47,6,5855.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00217,78,LOYAL,65,11,17256.75,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00218,33,DORMANT,223,4,2892.4,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00219,81,LOYAL,32,6,4695.1,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00220,78,LOYAL,79,8,10890.0,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00221,71,ENGAGED,74,7,6348.35,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00222,55,AT_RISK,69,3,2407.45,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00223,81,LOYAL,41,7,5858.5,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00224,41,AT_RISK,170,10,8446.35,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Declining activity suggests a retention campaign may be beneficial.
CUST00225,55,AT_RISK,76,5,2846.4,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00226,73,ENGAGED,51,4,5699.05,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00227,70,ENGAGED,106,12,13630.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00228,73,ENGAGED,57,4,5216.200000000001,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00229,55,AT_RISK,63,2,1795.1999999999998,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00230,71,ENGAGED,61,7,9542.6,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00231,78,LOYAL,86,9,11632.7,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00232,81,LOYAL,43,10,8384.3,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00233,73,ENGAGED,37,4,2814.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00234,81,LOYAL,51,6,6481.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00235,73,ENGAGED,60,5,3158.65,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00236,25,DORMANT,148,3,2437.8,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00237,78,LOYAL,71,9,11261.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00238,81,LOYAL,38,6,5364.85,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00239,78,LOYAL,90,9,8941.05,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00240,81,LOYAL,34,7,7556.6,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00241,81,LOYAL,39,6,6169.4,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00242,88,LOYAL,50,11,15869.95,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00243,63,ENGAGED,93,11,14407.1,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00244,63,ENGAGED,92,8,7487.9,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00245,25,DORMANT,323,2,667.4,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00246,65,ENGAGED,31,2,1712.3,NEW,Recently acquired customer beginning their relationship with the brand.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00247,95,CHAMPION,50,12,12460.0,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00248,88,LOYAL,38,10,15551.15,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00249,95,CHAMPION,38,12,12061.6,CHAMPION,Highly valuable customer with strong purchasing behaviour and advocacy potential.,Strong purchasing behaviour with consistent engagement.
CUST00250,25,DORMANT,333,2,1716.0,LOST,Customer appears disengaged and may require aggressive win-back strategies or suppression.,Immediate intervention recommended due to prolonged inactivity.
CUST00251,73,ENGAGED,32,5,7929.75,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00252,65,ENGAGED,46,4,1816.8,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00253,56,AT_RISK,110,7,6059.95,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00254,33,DORMANT,170,4,4313.2,HIBERNATING,Previously engaged customer showing extended inactivity requiring reactivation efforts.,Immediate intervention recommended due to prolonged inactivity.
CUST00255,73,ENGAGED,34,4,2927.3,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
CUST00256,55,AT_RISK,87,3,1453.0,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Declining activity suggests a retention campaign may be beneficial.
CUST00257,88,LOYAL,44,12,8098.25,LOYAL,Consistently returning customer demonstrating stable engagement.,Healthy relationship with minor signs of disengagement.
CUST00258,63,ENGAGED,86,4,3445.5,ACTIVE,Engaged customer with potential to develop stronger loyalty.,Moderately healthy customer with opportunities to strengthen loyalty.
